time,current
2.0993216037750244,40.00
3.102443218231201,43.00
4.181951999664307,41.00
5.187520265579224,43.00
6.316950082778931,41.00
7.314890146255493,40.67
8.41619873046875,43.00
9.392090559005737,41.00
10.488947868347168,43.00
11.5048668384552,42.00
12.50320816040039,42.00
13.600929260253906,40.00
14.629658460617065,42.00
15.682330131530762,41.00
16.681424617767334,42.00
17.78088402748108,41.00
18.780531406402588,38.00
19.88405680656433,41.00
20.887027263641357,41.00
21.884382963180542,39.00
22.98447561264038,38.00
23.982024431228638,39.00
25.084410429000854,38.00
26.1901216506958,40.00
27.181273698806763,40.00
28.18528652191162,38.00
29.286061763763428,39.00
30.28313446044922,40.00
31.38523006439209,40.00
32.383939027786255,40.00
33.51196050643921,40.00
34.47977542877197,39.00
35.59068298339844,38.00
36.591169118881226,39.00
37.58786416053772,38.00
38.681031227111816,40.00
39.68203830718994,39.00
40.796048402786255,40.00
41.782185554504395,41.00
42.7811324596405,40.00
43.88077187538147,41.00
44.98040413856506,40.00
45.998613357543945,41.00
47.081549406051636,42.00
48.08073949813843,41.00
49.08005881309509,40.00
50.18051075935364,39.00
51.181936502456665,41.00
52.20957040786743,40.50
53.280909061431885,41.00
54.38022565841675,41.00
55.37997341156006,40.00
56.4808464050293,40.00
57.51032876968384,40.00
58.482311725616455,36.00
59.593628883361816,41.00
60.58196830749512,40.00
61.68159556388855,40.00
62.68414258956909,39.33
63.78608274459839,39.00
64.81111121177673,42.00
65.8798463344574,44.00
66.88157081604004,42.00
67.88121151924133,40.50
68.9833471775055,42.00
69.98208093643188,41.00
71.07968401908875,39.00
72.18260097503662,40.00
73.18000817298889,41.50
74.18419241905212,40.00
75.28135299682617,41.00
76.2805688381195,42.00
77.38211631774902,42.00
78.38281989097595,42.33
79.51240849494934,39.00
80.48087072372437,42.00
81.5789897441864,43.00
82.5824887752533,41.00
83.58002138137817,43.00
84.68026304244995,42.00
85.68200993537903,38.00
86.78240013122559,42.00
87.78388738632202,43.50
88.78228688240051,44.00
89.91188144683838,41.00
90.88618159294128,44.00
91.98442029953003,45.00
92.98426175117493,42.00
94.08456110954285,42.00
95.08050870895386,43.00
96.18238091468811,42.00
97.1797547340393,43.00
98.1806263923645,44.00
99.28124618530273,43.00
100.38131976127625,41.00
101.37972712516785,43.00
102.47960638999939,42.00
103.51265048980713,40.50
104.48261427879333,41.00
105.58019614219666,40.00
106.58065342903137,43.00
107.67964959144592,42.00
108.70979738235474,40.50
109.71018838882446,43.00
110.77996730804443,43.00
111.88187265396118,43.00
112.88235712051392,41.00
113.8837022781372,43.00
114.98087692260742,41.00
115.98283290863037,43.00
117.08303928375244,43.00
118.08271217346191,39.00
119.07964062690735,42.00
120.18039679527283,41.00
121.28151369094849,41.00
122.2815272808075,41.00
123.2798342704773,42.00
124.38100409507751,43.00
125.380197763443,42.00
126.50903630256653,42.00
127.48347091674805,42.00
128.48912119865417,40.33
129.5814414024353,44.00
130.68302845954895,44.00
131.70869183540344,40.00
132.7814598083496,41.00
133.79874229431152,40.50
134.77906823158264,43.00
135.88278198242188,42.00
136.88266348838806,42.00
137.9792308807373,42.00
138.98123574256897,42.33
140.08309149742126,41.00
141.08334827423096,41.00
142.18127942085266,42.00
143.18538093566895,40.00
144.18088293075562,42.00
145.31386494636536,42.00
146.38165545463562,40.00
147.4086196422577,40.00
148.48155689239502,41.00
149.4814097881317,41.00
150.4793894290924,42.00
151.58601474761963,40.00
152.58338356018066,43.00
153.6823456287384,42.00
154.6798985004425,42.00
155.68241381645203,42.00
156.77956891059875,37.00
157.885844707489,41.00
158.91068649291992,42.50
159.88169288635254,41.00
160.97964668273926,41.00
161.9867217540741,40.00
163.08183526992798,38.00
164.11188793182373,40.00
165.11280035972595,41.00
166.18232798576355,40.00
167.18174576759338,40.00
168.28296899795532,42.00
169.31229782104492,39.50
170.38310527801514,41.00
171.3827896118164,42.00
172.48279404640198,42.00
173.48031663894653,43.00
174.4954195022583,42.00
175.5843665599823,42.00
176.58625984191895,41.00
177.68267369270325,40.00
178.78521347045898,42.00
179.78372168540955,40.67
180.78420066833496,41.00
181.8816225528717,39.00
182.91236972808838,40.00
183.97973656654358,39.00
185.02012705802917,38.00
186.08180928230286,43.00
187.08106637001038,41.00
188.18229126930237,40.00
189.1808362007141,41.00
190.18050289154053,40.00
191.28199768066406,40.00
192.2800896167755,41.00
193.38084030151367,39.00
194.38146495819092,40.00
195.3838987350464,39.00
196.48181891441345,40.00
197.58435893058777,40.00
198.58181405067444,41.00
199.58069276809692,40.00
200.71119856834412,38.00
201.7105679512024,38.00
202.77899050712585,39.00
203.81177520751953,40.00
204.78614163398743,40.50
205.8820765018463,39.00
206.88171982765198,38.00
207.9812138080597,39.00
209.08359789848328,41.00
210.085036277771,41.00
211.08232498168945,43.00
212.1815812587738,39.00
213.17962169647217,41.00
214.28547644615173,38.00
215.28311920166016,39.00
216.2796082496643,42.00
217.38207745552063,38.00
218.48268008232117,40.00
219.48245525360107,39.00
220.48025465011597,40.33
221.58058524131775,38.00
222.5843949317932,40.00
223.70559978485107,43.00
224.6797592639923,44.00
225.6946222782135,41.00
226.7819573879242,39.00
227.88141083717346,42.00
228.90086579322815,40.00
229.8817286491394,39.50
230.97963118553162,42.00
231.98420000076294,42.00
233.08264875411987,40.00
234.11751747131348,41.00
235.18407487869263,42.00
236.18363237380981,40.00
237.27941751480103,40.00
238.28026413917542,40.00
239.38116812705994,39.00
240.38292527198792,41.50
241.38602876663208,42.00
242.50844144821167,41.00
243.48273491859436,41.00
244.61224341392517,39.00
245.59035849571228,41.00
246.70990109443665,41.00
247.68136763572693,40.00
248.81198525428772,40.00
249.7812476158142,42.00
250.80514335632324,40.50
251.88056445121765,40.00
252.90660858154297,44.00
253.98062252998352,43.00
255.08302307128906,41.00
256.1080274581909,39.67
257.0957386493683,41.00
258.21172761917114,39.00
259.1901354789734,41.00
260.31180119514465,41.00
261.2800691127777,41.00
262.28381299972534,41.00
263.3831150531769,39.00
264.48115634918213,41.00
265.4825351238251,37.00
266.4816167354584,38.00
267.58378982543945,38.00
268.58130264282227,39.00
269.6831753253937,42.00
270.6821391582489,40.50
271.68183493614197,40.00
272.7807869911194,42.00
273.78017926216125,39.00
274.88494849205017,42.00
275.88697934150696,39.00
276.9818205833435,40.00
277.9827857017517,42.00
279.08358812332153,39.00
280.0794653892517,42.00
281.1120593547821,41.50
282.1804757118225,41.00
283.20968317985535,38.00
284.2954261302948,43.00
285.38328075408936,40.00
286.38177585601807,40.50
287.41219115257263,40.00
288.48253870010376,40.00
289.4812614917755,40.00
290.5807137489319,38.00
291.5833795070648,41.00
292.6121473312378,41.00
293.68127822875977,41.00
294.78375244140625,40.00
295.79483675956726,40.00
296.78042221069336,39.00
297.9114398956299,40.00
298.8830015659332,42.00
299.98837447166443,40.00
300.9828300476074,38.00
301.9824740886688,42.00
303.1242334842682,42.00
304.1828017234802,42.00
305.18086290359497,38.00
306.1835980415344,40.00
307.2857668399811,40.00
308.3139865398407,40.00
309.3819007873535,43.00
310.3831932544708,40.00
311.4807548522949,40.50
312.4831635951996,40.00
313.5817675590515,41.00
314.584823846817,43.00
315.7131757736206,41.00
316.7068774700165,40.33
317.6824769973755,41.00
318.8115553855896,40.00
319.8812744617462,41.00
320.8817300796509,41.00
321.8816180229187,41.00
322.9827423095703,40.00
323.98186707496643,40.00
325.0800244808197,43.00
326.1064169406891,41.00
327.18026661872864,41.00
328.20203018188477,41.00
329.2829511165619,39.00
330.28224205970764,41.00
331.3142635822296,41.00
332.28399419784546,40.00
333.38420605659485,41.00
334.512234210968,41.00
335.48570489883423,41.00
336.48072123527527,39.00
337.612117767334,41.00
338.5903959274292,40.00
339.6841037273407,40.00
340.70954036712646,40.00
341.71175813674927,40.00
342.7853980064392,43.00
343.9122996330261,42.00
344.9095571041107,41.00
345.9799590110779,43.00
346.9821808338165,41.00
347.9815905094147,42.00
349.0800154209137,42.00
350.0833857059479,40.00
351.18292713165283,41.00
352.1836862564087,41.00
353.2837076187134,39.00
354.3145716190338,40.00
355.38190960884094,42.00
356.38302874565125,39.00
357.38173723220825,41.33
358.4816963672638,42.00
359.48035860061646,43.00
360.5820462703705,42.00
361.68188738822937,41.00
362.68186140060425,41.50
363.6832265853882,41.00
364.7836546897888,42.00
365.7845277786255,42.00
366.8830518722534,41.00
367.8829483985901,41.00
368.8820607662201,42.00
369.9840428829193,43.00
371.0796494483948,43.00
372.09717297554016,41.50
373.08387875556946,42.00
374.18592381477356,44.00
375.18281841278076,42.00
376.3143267631531,42.00
377.28038001060486,42.00
378.28000378608704,41.00
379.38228940963745,40.00
380.4815170764923,42.00
381.513222694397,44.00
382.48245763778687,41.67
383.5847010612488,40.00
384.5841829776764,44.00
385.6808121204376,42.00
386.71123814582825,42.00
387.78061389923096,42.50
388.7821834087372,42.00
389.88352942466736,43.00
390.88215255737305,44.00
391.9807381629944,41.00
392.980473279953,42.50
393.9820833206177,41.00
395.08233547210693,42.00
396.08445143699646,40.00
397.18326210975647,43.00
398.1806857585907,43.00
399.31095480918884,42.00
400.28380012512207,42.00
401.38063192367554,42.00
402.38216853141785,39.00
403.3825578689575,41.00
404.4826910495758,42.00
405.4833822250366,43.00
406.58490085601807,41.00
407.58433651924133,42.00
408.68255734443665,40.00
409.68100595474243,42.00
410.78284907341003,40.00
411.8132874965668,41.00
412.81097078323364,41.00
413.91297817230225,43.00
414.88202452659607,42.00
415.98188996315,41.00
417.1135604381561,40.00
418.0811290740967,41.00
419.08159589767456,40.00
420.1802308559418,43.00
421.1804451942444,42.00
422.28288197517395,44.00
423.2818386554718,43.50
424.2841601371765,42.00
425.3798794746399,41.00
426.38319420814514,39.00
427.5132563114166,42.00
428.4828941822052,41.50
429.5816810131073,43.00
430.5822505950928,41.00
431.682719707489,40.00
432.6854794025421,40.00
433.7114725112915,41.50
434.78322982788086,40.00
435.7814750671387,40.00
436.8811044692993,40.00
437.9836394786835,39.00
438.9827172756195,41.00
439.9837374687195,41.00
441.08364152908325,41.00
442.08135747909546,41.00
443.08230566978455,40.50
444.1834547519684,39.00
445.28180503845215,39.00
446.2816712856293,41.00
447.3817603588104,39.00
448.3825490474701,40.50
449.3815574645996,40.00
450.4813702106476,43.00
451.51504349708557,41.00
452.58300042152405,44.00
453.5838420391083,41.00
454.58515763282776,40.00
455.71364855766296,41.00
456.7810821533203,43.00
457.80053639411926,42.00
458.7825105190277,43.00
459.88404989242554,42.00
460.9133040904999,43.00
462.0102758407593,45.00
462.98075795173645,40.00
464.0820050239563,45.50
465.08327317237854,40.00
466.1819248199463,40.00
467.18012261390686,42.00
468.28691124916077,41.00
469.2833299636841,41.50
470.27995324134827,40.00
471.3824813365936,41.00
472.38482880592346,43.00
473.4828984737396,44.00
474.4839811325073,40.00
475.48013496398926,45.00
476.5815188884735,44.00
477.68222403526306,41.00
478.68232250213623,42.00
479.68056535720825,43.00
480.8126175403595,44.00
481.7810549736023,43.00
482.88135504722595,41.00
483.88259768486023,42.00
484.8820729255676,45.00
486.0136821269989,43.00
487.0803699493408,42.00
488.08291721343994,40.00
489.08471155166626,43.00
490.18205547332764,41.00
491.1821012496948,41.00
492.2831826210022,43.00
493.31559109687805,40.00
494.28267669677734,42.00
495.3802275657654,42.00
496.50826692581177,40.00
497.481547832489,42.00
498.58261489868164,40.00
499.5810658931732,40.50
500.61057782173157,39.00
501.68106055259705,39.00
502.71022057533264,42.00
503.7820222377777,42.00
504.78193616867065,42.00
505.7795853614807,42.00
506.88254833221436,40.00
507.9816598892212,39.00
508.98182129859924,39.00
